geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
GO:2000104	negative regulation of DNA-dependent DNA replication	http://amigo.geneontology.org/amigo/term/GO:2000104	25	3	0.08700348013920557	34.48137931034483	8.712651707809549e-5	0.002846734801525752	675;2956;11200	BRCA2;MSH6;CHEK2
GO:0072175	epithelial tube formation	http://amigo.geneontology.org/amigo/term/GO:0072175	131	5	0.4558982359294372	10.967359831534614	9.119672019897163e-5	0.0029643634926531707	5727;5979;7248;7249;51684	PTCH1;RET;SUFU;TSC1;TSC2
GO:0070372	regulation of ERK1 and ERK2 cascade	http://amigo.geneontology.org/amigo/term/GO:0070372	308	7	1.0718828753150127	6.5305642633228835	9.221444636531295e-5	0.0029820733270751972	3815;4089;4233;5156;5728;5979;201163	FLCN;KIT;MET;PTEN;RET;SMAD4;PDGFRA
GO:0006312	mitotic recombination	http://amigo.geneontology.org/amigo/term/GO:0006312	26	3	0.0904836193447738	33.1551724137931	9.82476641508967e-5	0.0031449226910434244	675;4292;5889	BRCA2;MLH1;RAD51C
GO:0045830	positive regulation of isotype switching	http://amigo.geneontology.org/amigo/term/GO:0045830	26	3	0.0904836193447738	33.1551724137931	9.82476641508967e-5	0.0031449226910434244	2956;4292;4436	MLH1;MSH2;MSH6
GO:0007059	chromosome segregation	http://amigo.geneontology.org/amigo/term/GO:0007059	312	7	1.0858034321372856	6.446839080459769	9.994070405849875e-5	0.003182959998954006	324;472;672;4292;5889;5925;83990	APC;ATM;BRCA1;BRIP1;MLH1;RAD51C;RB1
GO:1901983	regulation of protein acetylation	http://amigo.geneontology.org/amigo/term/GO:1901983	71	4	0.2470898835953438	16.188440990772218	1.0784432139143707e-4	0.0034174185462030257	672;4089;6598;201163	BRCA1;FLCN;SMAD4;SMARCB1
GO:0051054	positive regulation of DNA metabolic process	http://amigo.geneontology.org/amigo/term/GO:0051054	219	6	0.7621504860194408	7.8724610297590925	1.1005431524391263e-4	0.0034700125596405654	472;672;2956;4292;4436;7490	ATM;BRCA1;MLH1;MSH2;MSH6;WT1
GO:0072006	nephron development	http://amigo.geneontology.org/amigo/term/GO:0072006	137	5	0.4767790711628465	10.487037503146237	1.1267280942683922e-4	0.0035173996843843964	4089;5156;5727;5979;7490	PTCH1;RET;SMAD4;WT1;PDGFRA
GO:0014065	phosphatidylinositol 3-kinase signaling	http://amigo.geneontology.org/amigo/term/GO:0014065	137	5	0.4767790711628465	10.487037503146237	1.1267280942683922e-4	0.0035173996843843964	3815;4763;5156;5728;7249	KIT;NF1;PTEN;TSC2;PDGFRA
GO:0072073	kidney epithelium development	http://amigo.geneontology.org/amigo/term/GO:0072073	140	5	0.4872194887795512	10.26231527093596	1.2476864897714712e-4	0.003875818228817191	4072;4089;5727;5979;7490	EPCAM;PTCH1;RET;SMAD4;WT1
GO:0007492	endoderm development	http://amigo.geneontology.org/amigo/term/GO:0007492	74	4	0.2575303012120485	15.532152842497668	1.2672432621563257e-4	0.003917272554489112	657;2131;4089;79577	BMPR1A;CDC73;EXT1;SMAD4
GO:0070371	ERK1 and ERK2 cascade	http://amigo.geneontology.org/amigo/term/GO:0070371	326	7	1.1345253810152407	6.169980960440025	1.3125484955511801e-4	0.004037527225827191	3815;4089;4233;5156;5728;5979;201163	FLCN;KIT;MET;PTEN;RET;SMAD4;PDGFRA
GO:0106106	cold-induced thermogenesis	http://amigo.geneontology.org/amigo/term/GO:0106106	142	5	0.4941797671906876	10.117775619232637	1.3336956364073949e-4	0.004043406097685112	324;2271;5925;6794;201163	APC;FH;FLCN;RB1;STK11
GO:0120161	regulation of cold-induced thermogenesis	http://amigo.geneontology.org/amigo/term/GO:0120161	142	5	0.4941797671906876	10.117775619232637	1.3336956364073949e-4	0.004043406097685112	324;2271;5925;6794;201163	APC;FH;FLCN;RB1;STK11
GO:0031056	regulation of histone modification	http://amigo.geneontology.org/amigo/term/GO:0031056	142	5	0.4941797671906876	10.117775619232637	1.3336956364073949e-4	0.004043406097685112	472;672;4089;6598;201163	ATM;BRCA1;FLCN;SMAD4;SMARCB1
GO:0048147	negative regulation of fibroblast proliferation	http://amigo.geneontology.org/amigo/term/GO:0048147	29	3	0.10092403696147846	29.725326991676575	1.370557664603922e-4	0.004074139070915829	4763;7157;79577	CDC73;NF1;TP53
GO:1900181	negative regulation of protein localization to nucleus	http://amigo.geneontology.org/amigo/term/GO:1900181	29	3	0.10092403696147846	29.725326991676575	1.370557664603922e-4	0.004074139070915829	4763;51684;201163	FLCN;NF1;SUFU
GO:0035066	positive regulation of histone acetylation	http://amigo.geneontology.org/amigo/term/GO:0035066	29	3	0.10092403696147846	29.725326991676575	1.370557664603922e-4	0.004074139070915829	672;4089;6598	BRCA1;SMAD4;SMARCB1
GO:0071480	cellular response to gamma radiation	http://amigo.geneontology.org/amigo/term/GO:0071480	29	3	0.10092403696147846	29.725326991676575	1.370557664603922e-4	0.004074139070915829	472;7157;11200	ATM;TP53;CHEK2
GO:0000723	telomere maintenance	http://amigo.geneontology.org/amigo/term/GO:0000723	143	5	0.49765990639625585	10.047021943573668	1.3783686143442608e-4	0.004074139070915829	472;675;5424;5889;5892	ATM;BRCA2;POLD1;RAD51C;RAD51D
GO:1902903	regulation of supramolecular fiber organization	http://amigo.geneontology.org/amigo/term/GO:1902903	329	7	1.1449657986319453	6.113719735876742	1.389057881774347e-4	0.004074139070915829	324;1027;4089;4233;4771;5925;7248	APC;CDKN1B;MET;NF2;RB1;SMAD4;TSC1
GO:0033044	regulation of chromosome organization	http://amigo.geneontology.org/amigo/term/GO:0033044	329	7	1.1449657986319453	6.113719735876742	1.389057881774347e-4	0.004074139070915829	324;472;672;4089;5925;6598;201163	APC;ATM;BRCA1;FLCN;RB1;SMAD4;SMARCB1
GO:0035148	tube formation	http://amigo.geneontology.org/amigo/term/GO:0035148	145	5	0.5046201848073923	9.908442330558858	1.4711485744101083e-4	0.004294936532513955	5727;5979;7248;7249;51684	PTCH1;RET;SUFU;TSC1;TSC2
GO:0044818	mitotic G2/M transition checkpoint	http://amigo.geneontology.org/amigo/term/GO:0044818	30	3	0.10440417616704668	28.73448275862069	1.5190836557621434e-4	0.004354851709501025	472;672;2956	ATM;BRCA1;MSH6
GO:1904837	beta-catenin-TCF complex assembly	http://amigo.geneontology.org/amigo/term/GO:1904837	30	3	0.10440417616704668	28.73448275862069	1.5190836557621434e-4	0.004354851709501025	4221;6597;79577	CDC73;MEN1;SMARCA4
GO:0045879	negative regulation of smoothened signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0045879	30	3	0.10440417616704668	28.73448275862069	1.5190836557621434e-4	0.004354851709501025	5727;5925;51684	PTCH1;RB1;SUFU
GO:0032200	telomere organization	http://amigo.geneontology.org/amigo/term/GO:0032200	146	5	0.5081003240129606	9.840576287198866	1.519294919267722e-4	0.004354851709501025	472;675;5424;5889;5892	ATM;BRCA2;POLD1;RAD51C;RAD51D
GO:0006261	DNA-dependent DNA replication	http://amigo.geneontology.org/amigo/term/GO:0006261	148	5	0.515060602424097	9.707595526561043	1.6191999484349573e-4	0.0046202148754890685	675;2956;5424;5426;11200	BRCA2;MSH6;POLD1;POLE;CHEK2
GO:0016331	morphogenesis of embryonic epithelium	http://amigo.geneontology.org/amigo/term/GO:0016331	149	5	0.5185407416296652	9.642443878731774	1.6709989546725978e-4	0.004723004067702809	5727;5979;7248;7249;51684	PTCH1;RET;SUFU;TSC1;TSC2
GO:0010165	response to X-ray	http://amigo.geneontology.org/amigo/term/GO:0010165	31	3	0.1078843153726149	27.807563959955505	1.677692532771058e-4	0.004723004067702809	472;675;4436	ATM;BRCA2;MSH2
GO:0031572	G2 DNA damage checkpoint	http://amigo.geneontology.org/amigo/term/GO:0031572	31	3	0.1078843153726149	27.807563959955505	1.677692532771058e-4	0.004723004067702809	472;672;2956	ATM;BRCA1;MSH6
GO:1990845	adaptive thermogenesis	http://amigo.geneontology.org/amigo/term/GO:1990845	150	5	0.5220208808352335	9.57816091954023	1.7240561003784016e-4	0.004807760684668953	324;2271;5925;6794;201163	APC;FH;FLCN;RB1;STK11
GO:0010389	regulation of G2/M transition of mitotic cell cycle	http://amigo.geneontology.org/amigo/term/GO:0010389	150	5	0.5220208808352335	9.57816091954023	1.7240561003784016e-4	0.004807760684668953	472;672;1019;2956;5889	ATM;BRCA1;CDK4;MSH6;RAD51C
GO:0016055	Wnt signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0016055	457	8	1.5904236169446777	5.03010639100581	1.7306718607990046e-4	0.004807760684668953	324;4233;5728;6597;6794;7249;54949;79577	APC;CDC73;MET;PTEN;SDHAF2;SMARCA4;STK11;TSC2
GO:0009798	axis specification	http://amigo.geneontology.org/amigo/term/GO:0009798	81	4	0.28189127565102606	14.189868028948487	1.7995104929791061e-4	0.004977067179265896	657;4089;5727;7490	BMPR1A;PTCH1;SMAD4;WT1
GO:0198738	cell-cell signaling by wnt	http://amigo.geneontology.org/amigo/term/GO:0198738	460	8	1.6008640345613825	4.997301349325337	1.8097455007692886e-4	0.004983517523079098	324;4233;5728;6597;6794;7249;54949;79577	APC;CDC73;MET;PTEN;SDHAF2;SMARCA4;STK11;TSC2
GO:2000758	positive regulation of peptidyl-lysine acetylation	http://amigo.geneontology.org/amigo/term/GO:2000758	32	3	0.11136445457818313	26.938577586206897	1.8466793814497784e-4	0.005063113121487958	672;4089;6598	BRCA1;SMAD4;SMARCB1
GO:0022412	cellular process involved in reproduction in multicellular organism	http://amigo.geneontology.org/amigo/term/GO:0022412	345	7	1.2006480259210368	5.830184907546227	1.860842445179367e-4	0.005079858207489649	675;3815;4292;4436;5889;7490;83990	BRCA2;BRIP1;KIT;MLH1;MSH2;RAD51C;WT1
GO:0016573	histone acetylation	http://amigo.geneontology.org/amigo/term/GO:0016573	153	5	0.5324612984519381	9.3903538426865	1.890982709139566e-4	0.005139886622342285	672;675;4089;6598;201163	BRCA1;BRCA2;FLCN;SMAD4;SMARCB1
GO:0001708	cell fate specification	http://amigo.geneontology.org/amigo/term/GO:0001708	83	4	0.2888515540621625	13.847943498130451	1.977335973204486e-4	0.005351536758380896	324;657;5727;51684	APC;BMPR1A;PTCH1;SUFU
GO:0035690	cellular response to drug	http://amigo.geneontology.org/amigo/term/GO:0035690	349	7	1.2145685827433097	5.763363304021342	1.9970633409371885e-4	0.005381829670064064	672;999;1019;4233;5728;7157;11200	BRCA1;CDH1;CDK4;MET;PTEN;TP53;CHEK2
GO:0043433	negative regulation of DNA-binding transcription factor activity	http://amigo.geneontology.org/amigo/term/GO:0043433	155	5	0.5394215768630746	9.269187986651835	2.008938814272998e-4	0.005390794962895969	1029;4221;5727;5925;51684	CDKN2A;MEN1;PTCH1;RB1;SUFU
GO:0042775	mitochondrial ATP synthesis coupled electron transport	http://amigo.geneontology.org/amigo/term/GO:0042775	84	4	0.29233169326773073	13.683087027914613	2.070845950694622e-4	0.00553337057842385	6389;6391;6392;54949	SDHA;SDHAF2;SDHC;SDHD
GO:0036294	cellular response to decreased oxygen levels	http://amigo.geneontology.org/amigo/term/GO:0036294	157	5	0.546381855274211	9.151109158796396	2.132430272810959e-4	0.005673884092972956	5728;7157;7248;7428;83990	BRIP1;PTEN;TP53;TSC1;VHL
GO:0046034	ATP metabolic process	http://amigo.geneontology.org/amigo/term/GO:0046034	248	6	0.8630745229809192	6.951890989988876	2.1652473201294598e-4	0.005718944283300597	4436;6389;6391;6392;54949;201163	FLCN;MSH2;SDHA;SDHAF2;SDHC;SDHD
GO:0042773	ATP synthesis coupled electron transport	http://amigo.geneontology.org/amigo/term/GO:0042773	85	4	0.29581183247329895	13.522109533468559	2.167503462906506e-4	0.005718944283300597	6389;6391;6392;54949	SDHA;SDHAF2;SDHC;SDHD
GO:0018393	internal peptidyl-lysine acetylation	http://amigo.geneontology.org/amigo/term/GO:0018393	158	5	0.5498619944797792	9.093190746398951	2.1963055560592082e-4	0.005753124724528912	672;675;4089;6598;201163	BRCA1;BRCA2;FLCN;SMAD4;SMARCB1
GO:0043276	anoikis	http://amigo.geneontology.org/amigo/term/GO:0043276	34	3	0.11832473298931957	25.35395537525355	2.2169510118308366e-4	0.005753124724528912	6794;7249;11200	STK11;TSC2;CHEK2
GO:0045191	regulation of isotype switching	http://amigo.geneontology.org/amigo/term/GO:0045191	34	3	0.11832473298931957	25.35395537525355	2.2169510118308366e-4	0.005753124724528912	2956;4292;4436	MLH1;MSH2;MSH6
GO:0010259	multicellular organism aging	http://amigo.geneontology.org/amigo/term/GO:0010259	34	3	0.11832473298931957	25.35395537525355	2.2169510118308366e-4	0.005753124724528912	2956;4436;7157	MSH2;MSH6;TP53
GO:0007281	germ cell development	http://amigo.geneontology.org/amigo/term/GO:0007281	251	6	0.8735149405976239	6.8688006594312405	2.3103356534392994e-4	0.0059708920617164846	675;3815;4292;4436;7490;83990	BRCA2;BRIP1;KIT;MLH1;MSH2;WT1
GO:0030336	negative regulation of cell migration	http://amigo.geneontology.org/amigo/term/GO:0030336	252	6	0.8769950798031921	6.841543513957307	2.3603664772098298e-4	0.006052001026801294	657;999;4763;4771;5728;201163	BMPR1A;CDH1;FLCN;NF1;NF2;PTEN
GO:0110020	regulation of actomyosin structure organization	http://amigo.geneontology.org/amigo/term/GO:0110020	87	4	0.3027721108844354	13.211256440745144	2.370511026990041e-4	0.006052001026801294	4089;4233;4771;7248	MET;NF2;SMAD4;TSC1
GO:0031058	positive regulation of histone modification	http://amigo.geneontology.org/amigo/term/GO:0031058	87	4	0.3027721108844354	13.211256440745144	2.370511026990041e-4	0.006052001026801294	472;672;4089;6598	ATM;BRCA1;SMAD4;SMARCB1
GO:0021915	neural tube development	http://amigo.geneontology.org/amigo/term/GO:0021915	161	5	0.5603024120964839	8.92375240950953	2.3967114578493653e-4	0.006094218731128265	4763;5727;7248;7249;51684	NF1;PTCH1;SUFU;TSC1;TSC2
GO:0000578	embryonic axis specification	http://amigo.geneontology.org/amigo/term/GO:0000578	35	3	0.1218048721948878	24.629556650246304	2.418809705722058e-4	0.0061257084354551395	4089;5727;7490	PTCH1;SMAD4;WT1
GO:0048015	phosphatidylinositol-mediated signaling	http://amigo.geneontology.org/amigo/term/GO:0048015	162	5	0.5637825513020521	8.868667518092805	2.466513710184248e-4	0.006221534182568748	3815;4763;5156;5728;7249	KIT;NF1;PTEN;TSC2;PDGFRA
GO:1901989	positive regulation of cell cycle phase transition	http://amigo.geneontology.org/amigo/term/GO:1901989	88	4	0.3062522500900036	13.061128526645767	2.476986769757161e-4	0.006223059191270382	1019;5889;5925;79577	CDC73;CDK4;RAD51C;RB1
GO:0006475	internal protein amino acid acetylation	http://amigo.geneontology.org/amigo/term/GO:0006475	163	5	0.5672626905076203	8.814258514914322	2.537853274284796e-4	0.0063506756935079066	672;675;4089;6598;201163	BRCA1;BRCA2;FLCN;SMAD4;SMARCB1
GO:0001843	neural tube closure	http://amigo.geneontology.org/amigo/term/GO:0001843	89	4	0.30973238929557184	12.914374273537387	2.5868614124546774e-4	0.006422341758637479	5727;7248;7249;51684	PTCH1;SUFU;TSC1;TSC2
GO:0051304	chromosome separation	http://amigo.geneontology.org/amigo/term/GO:0051304	89	4	0.30973238929557184	12.914374273537387	2.5868614124546774e-4	0.006422341758637479	324;472;4292;5925	APC;ATM;MLH1;RB1
GO:2001252	positive regulation of chromosome organization	http://amigo.geneontology.org/amigo/term/GO:2001252	164	5	0.5707428297131886	8.760513036164843	2.6107526709628903e-4	0.006456237781604701	472;672;4089;5925;6598	ATM;BRCA1;RB1;SMAD4;SMARCB1
GO:0098813	nuclear chromosome segregation	http://amigo.geneontology.org/amigo/term/GO:0098813	258	6	0.8978759150366015	6.682437850842021	2.678787588579201e-4	0.006588750650820212	324;472;4292;5889;5925;83990	APC;ATM;BRIP1;MLH1;RAD51C;RB1
GO:0048017	inositol lipid-mediated signaling	http://amigo.geneontology.org/amigo/term/GO:0048017	165	5	0.5742229689187568	8.707419017763845	2.6852345659067467e-4	0.006588750650820212	3815;4763;5156;5728;7249	KIT;NF1;PTEN;TSC2;PDGFRA
GO:0060606	tube closure	http://amigo.geneontology.org/amigo/term/GO:0060606	90	4	0.31321252850114006	12.770881226053639	2.7001984865160367e-4	0.006599787463554312	5727;7248;7249;51684	PTCH1;SUFU;TSC1;TSC2
GO:0018394	peptidyl-lysine acetylation	http://amigo.geneontology.org/amigo/term/GO:0018394	166	5	0.577703108124325	8.654964686331532	2.7613217687250113e-4	0.006723125511034719	672;675;4089;6598;201163	BRCA1;BRCA2;FLCN;SMAD4;SMARCB1
GO:0001503	ossification	http://amigo.geneontology.org/amigo/term/GO:0001503	371	7	1.2911316452658106	5.4216005204944695	2.8981490481694294e-4	0.007028918486078324	657;2131;2132;4221;4763;5727;51684	BMPR1A;EXT1;EXT2;MEN1;NF1;PTCH1;SUFU
GO:0060485	mesenchyme development	http://amigo.geneontology.org/amigo/term/GO:0060485	262	6	0.9117964718588744	6.580415898920768	2.9092098396232835e-4	0.007028918486078324	657;4089;5728;5979;7490;54949	BMPR1A;PTEN;RET;SDHAF2;SMAD4;WT1
GO:0061053	somite development	http://amigo.geneontology.org/amigo/term/GO:0061053	92	4	0.3201728069122765	12.493253373313342	2.937515345164954e-4	0.007070218231530609	657;4089;5727;79728	BMPR1A;PALB2;PTCH1;SMAD4
GO:0032868	response to insulin	http://amigo.geneontology.org/amigo/term/GO:0032868	264	6	0.9187567502700108	6.530564263322884	3.0301219909256716e-4	0.0072653799523868	324;1019;4149;5728;7248;7249	APC;CDK4;MAX;PTEN;TSC1;TSC2
GO:0015980	energy derivation by oxidation of organic compounds	http://amigo.geneontology.org/amigo/term/GO:0015980	265	6	0.922236889475579	6.505920624593363	3.092041809076296e-4	0.007281673480523246	2271;6389;6390;6391;6392;54949	FH;SDHA;SDHAF2;SDHB;SDHC;SDHD
GO:0030900	forebrain development	http://amigo.geneontology.org/amigo/term/GO:0030900	375	7	1.3050522020880835	5.363770114942529	3.0925634420253534e-4	0.007281673480523246	657;999;2131;4763;4771;5728;7248	BMPR1A;CDH1;EXT1;NF1;NF2;PTEN;TSC1
GO:0045911	positive regulation of DNA recombination	http://amigo.geneontology.org/amigo/term/GO:0045911	38	3	0.13224528981159248	22.685117967332122	3.094653493149746e-4	0.007281673480523246	2956;4292;4436	MLH1;MSH2;MSH6
GO:0002714	positive regulation of B cell mediated immunity	http://amigo.geneontology.org/amigo/term/GO:0002714	38	3	0.13224528981159248	22.685117967332122	3.094653493149746e-4	0.007281673480523246	2956;4292;4436	MLH1;MSH2;MSH6
GO:0002891	positive regulation of immunoglobulin mediated immune response	http://amigo.geneontology.org/amigo/term/GO:0002891	38	3	0.13224528981159248	22.685117967332122	3.094653493149746e-4	0.007281673480523246	2956;4292;4436	MLH1;MSH2;MSH6
GO:0051493	regulation of cytoskeleton organization	http://amigo.geneontology.org/amigo/term/GO:0051493	500	8	1.7400696027841114	4.59751724137931	3.181989834415422e-4	0.00744913918093674	324;672;1027;4089;4233;4771;5156;7248	APC;BRCA1;CDKN1B;MET;NF2;SMAD4;TSC1;PDGFRA
GO:1905269	positive regulation of chromatin organization	http://amigo.geneontology.org/amigo/term/GO:1905269	94	4	0.32713308532341295	12.227439471753485	3.1894506483554075e-4	0.00744913918093674	472;672;4089;6598	ATM;BRCA1;SMAD4;SMARCB1
GO:2000146	negative regulation of cell motility	http://amigo.geneontology.org/amigo/term/GO:2000146	267	6	0.9291971678867155	6.457187136768694	3.2188646759856443e-4	0.0074625590613108354	657;999;4763;4771;5728;201163	BMPR1A;CDH1;FLCN;NF1;NF2;PTEN
GO:0031647	regulation of protein stability	http://amigo.geneontology.org/amigo/term/GO:0031647	267	6	0.9291971678867155	6.457187136768694	3.2188646759856443e-4	0.0074625590613108354	4771;5728;7248;7428;11200;79577	CDC73;NF2;PTEN;TSC1;VHL;CHEK2
GO:0001659	temperature homeostasis	http://amigo.geneontology.org/amigo/term/GO:0001659	172	5	0.5985839433577343	8.353047313552526	3.252851680020097e-4	0.0075137299246178495	324;2271;5925;6794;201163	APC;FH;FLCN;RB1;STK11
GO:0008156	negative regulation of DNA replication	http://amigo.geneontology.org/amigo/term/GO:0008156	39	3	0.1357254290171607	22.103448275862068	3.344276666974455e-4	0.007696718489759458	675;2956;11200	BRCA2;MSH6;CHEK2
GO:0071453	cellular response to oxygen levels	http://amigo.geneontology.org/amigo/term/GO:0071453	174	5	0.6055442217688708	8.257035275465714	3.430594355340322e-4	0.007866664729009478	5728;7157;7248;7428;83990	BRIP1;PTEN;TP53;TSC1;VHL
GO:0014020	primary neural tube formation	http://amigo.geneontology.org/amigo/term/GO:0014020	96	4	0.3340933637345494	11.972701149425287	3.4565214742565686e-4	0.007897400150964465	5727;7248;7249;51684	PTCH1;SUFU;TSC1;TSC2
GO:0016579	protein deubiquitination	http://amigo.geneontology.org/amigo/term/GO:0016579	272	6	0.9465978639145566	6.338488843813387	3.5538522156863817e-4	0.008090466452028275	324;672;4089;5728;7157;8314	APC;BAP1;BRCA1;PTEN;SMAD4;TP53
GO:1901985	positive regulation of protein acetylation	http://amigo.geneontology.org/amigo/term/GO:1901985	40	3	0.13920556822272892	21.550862068965515	3.606522630035247e-4	0.008151516740144181	672;4089;6598	BRCA1;SMAD4;SMARCB1
GO:0045910	negative regulation of DNA recombination	http://amigo.geneontology.org/amigo/term/GO:0045910	40	3	0.13920556822272892	21.550862068965515	3.606522630035247e-4	0.008151516740144181	2956;4292;4436	MLH1;MSH2;MSH6
GO:1902275	regulation of chromatin organization	http://amigo.geneontology.org/amigo/term/GO:1902275	177	5	0.6159846393855755	8.117085525034092	3.710896013782161e-4	0.008357467951039397	472;672;4089;6598;201163	ATM;BRCA1;FLCN;SMAD4;SMARCB1
GO:0072210	metanephric nephron development	http://amigo.geneontology.org/amigo/term/GO:0072210	41	3	0.14268570742829714	21.025231286795623	3.881657824362783e-4	0.008660492272469199	5156;5979;7490	RET;WT1;PDGFRA
GO:0070897	transcription preinitiation complex assembly	http://amigo.geneontology.org/amigo/term/GO:0070897	41	3	0.14268570742829714	21.025231286795623	3.881657824362783e-4	0.008660492272469199	6597;6598;7157	SMARCA4;SMARCB1;TP53
GO:0002377	immunoglobulin production	http://amigo.geneontology.org/amigo/term/GO:0002377	99	4	0.34453378135125406	11.609892023685127	3.886646547904826e-4	0.008660492272469199	2956;4292;4436;5395	MLH1;MSH2;MSH6;PMS2
GO:0022900	electron transport chain	http://amigo.geneontology.org/amigo/term/GO:0022900	179	5	0.6229449177967119	8.026391832016952	3.9071726987371935e-4	0.008663798589828044	6389;6390;6391;6392;54949	SDHA;SDHAF2;SDHB;SDHC;SDHD
GO:0009205	purine ribonucleoside triphosphate metabolic process	http://amigo.geneontology.org/amigo/term/GO:0009205	277	6	0.9639985599423977	6.224075687787875	3.9156083065350344e-4	0.008663798589828044	4436;6389;6391;6392;54949;201163	FLCN;MSH2;SDHA;SDHAF2;SDHC;SDHD
GO:0051898	negative regulation of protein kinase B signaling	http://amigo.geneontology.org/amigo/term/GO:0051898	42	3	0.14616584663386537	20.524630541871918	4.169945616105952e-4	0.00916225681364604	5728;7249;201163	FLCN;PTEN;TSC2
GO:0045668	negative regulation of osteoblast differentiation	http://amigo.geneontology.org/amigo/term/GO:0045668	42	3	0.14616584663386537	20.524630541871918	4.169945616105952e-4	0.00916225681364604	4221;5727;51684	MEN1;PTCH1;SUFU
GO:0007179	transforming growth factor beta receptor signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0007179	182	5	0.6333853354134166	7.894088669950738	4.216194188472189e-4	0.009231708525175563	657;4089;4221;6794;201163	BMPR1A;FLCN;MEN1;SMAD4;STK11
GO:0009199	ribonucleoside triphosphate metabolic process	http://amigo.geneontology.org/amigo/term/GO:0009199	283	6	0.984879395175807	6.092116485926648	4.3871336035894437e-4	0.00957275588381835	4436;6389;6391;6392;54949;201163	FLCN;MSH2;SDHA;SDHAF2;SDHC;SDHD
GO:0031032	actomyosin structure organization	http://amigo.geneontology.org/amigo/term/GO:0031032	184	5	0.640345613824553	7.808283358320839	4.432237542077999e-4	0.009637824117359951	4089;4233;4771;5156;7248	MET;NF2;SMAD4;TSC1;PDGFRA
GO:0009144	purine nucleoside triphosphate metabolic process	http://amigo.geneontology.org/amigo/term/GO:0009144	284	6	0.9883595343813752	6.070665371539582	4.4698594034420225e-4	0.009686231408283641	4436;6389;6391;6392;54949;201163	FLCN;MSH2;SDHA;SDHAF2;SDHC;SDHD
GO:0035282	segmentation	http://amigo.geneontology.org/amigo/term/GO:0035282	103	4	0.35845433817352695	11.159022430532307	4.5180068443695376e-4	0.00975703806869668	657;4089;7490;79728	BMPR1A;PALB2;SMAD4;WT1
GO:0034330	cell junction organization	http://amigo.geneontology.org/amigo/term/GO:0034330	285	6	0.9918396735869435	6.049364791288566	4.5538004490786044e-4	0.009767437289758395	324;999;4771;5728;7248;201163	APC;CDH1;FLCN;NF2;PTEN;TSC1
GO:0009167	purine ribonucleoside monophosphate metabolic process	http://amigo.geneontology.org/amigo/term/GO:0009167	285	6	0.9918396735869435	6.049364791288566	4.5538004490786044e-4	0.009767437289758395	4436;6389;6391;6392;54949;201163	FLCN;MSH2;SDHA;SDHAF2;SDHC;SDHD
GO:0009126	purine nucleoside monophosphate metabolic process	http://amigo.geneontology.org/amigo/term/GO:0009126	286	6	0.9953198127925117	6.028213166144201	4.638969220446265e-4	0.009916386408181068	4436;6389;6391;6392;54949;201163	FLCN;MSH2;SDHA;SDHAF2;SDHC;SDHD
GO:0001841	neural tube formation	http://amigo.geneontology.org/amigo/term/GO:0001841	104	4	0.3619344773790952	11.051724137931034	4.68661996077091e-4	0.009984400497507215	5727;7248;7249;51684	PTCH1;SUFU;TSC1;TSC2
GO:0071478	cellular response to radiation	http://amigo.geneontology.org/amigo/term/GO:0071478	187	5	0.6507860314412577	7.683016780379863	4.771851916172132e-4	0.010129842442436478	472;5424;6794;7157;11200	ATM;POLD1;STK11;TP53;CHEK2
GO:0002639	positive regulation of immunoglobulin production	http://amigo.geneontology.org/amigo/term/GO:0002639	44	3	0.1531261250450018	19.59169278996865	4.7870172024200297e-4	0.010129842442436478	2956;4292;4436	MLH1;MSH2;MSH6
GO:0070646	protein modification by small protein removal	http://amigo.geneontology.org/amigo/term/GO:0070646	288	6	1.0022800912036482	5.986350574712643	4.8130401842638726e-4	0.010150846622731767	324;672;4089;5728;7157;8314	APC;BAP1;BRCA1;PTEN;SMAD4;TP53
GO:0071897	DNA biosynthetic process	http://amigo.geneontology.org/amigo/term/GO:0071897	188	5	0.6542661706468259	7.642149669845928	4.889305469472083e-4	0.010277320096830318	472;4221;5424;5426;7157	ATM;MEN1;POLD1;POLE;TP53
GO:0010972	negative regulation of G2/M transition of mitotic cell cycle	http://amigo.geneontology.org/amigo/term/GO:0010972	45	3	0.15660626425057003	19.15632183908046	5.116312537616352e-4	0.010678036325121225	472;672;2956	ATM;BRCA1;MSH6
GO:0061647	histone H3-K9 modification	http://amigo.geneontology.org/amigo/term/GO:0061647	45	3	0.15660626425057003	19.15632183908046	5.116312537616352e-4	0.010678036325121225	672;4089;6598	BRCA1;SMAD4;SMARCB1
GO:0002440	production of molecular mediator of immune response	http://amigo.geneontology.org/amigo/term/GO:0002440	190	5	0.6612264490579624	7.561705989110707	5.130740574867954e-4	0.010678036325121225	2956;3815;4292;4436;5395	KIT;MLH1;MSH2;MSH6;PMS2
GO:0006304	DNA modification	http://amigo.geneontology.org/amigo/term/GO:0006304	107	4	0.37237489499579984	10.74186271350306	5.219379853116379e-4	0.01070249050632612	672;4595;4913;7490	BRCA1;MUTYH;NTHL1;WT1
